index,episode_name,date,description,factcheck,length,name,role,message,talkshow,register_index,Rechtliches,Innenpolitik,Soziales,Außenpolitik,Energie,Migration,Sicherheit,Klima,Digitales,Bildung,Wirtschaft,Russland,Ukraine,Nahost,Gesundheit,party,group,media
10,maischberger am 30.04.2024,2024-04-30,"FDP provoziert Koalitionspartner: Wollen die Liberalen das Ampel-Aus? Im Gespräch die ehemalige Bundesjustizministerin (FDP). Russland meldet Militärerfolge: Kann die Ukraine standhalten? Im Gespräch die Forschungsgruppenleiterin der Stiftung Wissenschaft und Politik und der Ukraine-Korrespondent der ARD . Es kommentieren: Der Tagesschau-Sprecher , die stellvertretende Leiterin des Hauptstadtbüros des Redaktionsnetzwerks Deutschland und der Journalist und Podcaster .",,75,Vassili Golod,,,maischberger,maischberger am 30.04.2024+Vassili Golod,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,Internationales,
11,maischberger am 30.04.2024,2024-04-30,"FDP provoziert Koalitionspartner: Wollen die Liberalen das Ampel-Aus? Im Gespräch die ehemalige Bundesjustizministerin (FDP). Russland meldet Militärerfolge: Kann die Ukraine standhalten? Im Gespräch die Forschungsgruppenleiterin der Stiftung Wissenschaft und Politik und der Ukraine-Korrespondent der ARD . Es kommentieren: Der Tagesschau-Sprecher , die stellvertretende Leiterin des Hauptstadtbüros des Redaktionsnetzwerks Deutschland und der Journalist und Podcaster .",,75,Claudia Major,,,maischberger,maischberger am 30.04.2024+Claudia Major,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,Militär,
12,maischberger am 30.04.2024,2024-04-30,"FDP provoziert Koalitionspartner: Wollen die Liberalen das Ampel-Aus? Im Gespräch die ehemalige Bundesjustizministerin (FDP). Russland meldet Militärerfolge: Kann die Ukraine standhalten? Im Gespräch die Forschungsgruppenleiterin der Stiftung Wissenschaft und Politik und der Ukraine-Korrespondent der ARD . Es kommentieren: Der Tagesschau-Sprecher , die stellvertretende Leiterin des Hauptstadtbüros des Redaktionsnetzwerks Deutschland und der Journalist und Podcaster .",,75,Kristina Dunz,,,maischberger,maischberger am 30.04.2024+Kristina Dunz,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,Journalismus,RND
13,maischberger am 20.03.2024,2024-03-20,"Ist der Sozialstaat in Gefahr? Darüber diskutieren der Generalsekretär der SPD und der stellvertretende Fraktionsvorsitzende der CDU Deutschland im Krisenmodus? Im Gespräch der Kabarettist und Satiriker . Es kommentieren die Autorin und Journalistin , die Leiterin des ARD-Studios in Washington und die politische Korrespondentin der „Zeit“ .",,75,Jens Spahn,,,maischberger,maischberger am 20.03.2024+Jens Spahn,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CDU,Politik,
14,maischberger am 20.03.2024,2024-03-20,"Ist der Sozialstaat in Gefahr? Darüber diskutieren der Generalsekretär der SPD und der stellvertretende Fraktionsvorsitzende der CDU Deutschland im Krisenmodus? Im Gespräch der Kabarettist und Satiriker . Es kommentieren die Autorin und Journalistin , die Leiterin des ARD-Studios in Washington und die politische Korrespondentin der „Zeit“ .",,75,Kevin Kühnert,,,maischberger,maischberger am 20.03.2024+Kevin Kühnert,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,SPD,Politik,
15,maischberger am 20.03.2024,2024-03-20,"Ist der Sozialstaat in Gefahr? Darüber diskutieren der Generalsekretär der SPD und der stellvertretende Fraktionsvorsitzende der CDU Deutschland im Krisenmodus? Im Gespräch der Kabarettist und Satiriker . Es kommentieren die Autorin und Journalistin , die Leiterin des ARD-Studios in Washington und die politische Korrespondentin der „Zeit“ .",,75,Gudrun Engel,,,maischberger,maischberger am 20.03.2024+Gudrun Engel,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,
16,maischberger am 20.03.2024,2024-03-20,"Ist der Sozialstaat in Gefahr? Darüber diskutieren der Generalsekretär der SPD und der stellvertretende Fraktionsvorsitzende der CDU Deutschland im Krisenmodus? Im Gespräch der Kabarettist und Satiriker . Es kommentieren die Autorin und Journalistin , die Leiterin des ARD-Studios in Washington und die politische Korrespondentin der „Zeit“ .",,75,Mariam Lau,,,maischberger,maischberger am 20.03.2024+Mariam Lau,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,Journalismus,Zeit
17,maischberger am 20.03.2024,2024-03-20,"Ist der Sozialstaat in Gefahr? Darüber diskutieren der Generalsekretär der SPD und der stellvertretende Fraktionsvorsitzende der CDU Deutschland im Krisenmodus? Im Gespräch der Kabarettist und Satiriker . Es kommentieren die Autorin und Journalistin , die Leiterin des ARD-Studios in Washington und die politische Korrespondentin der „Zeit“ .",,75,Amelie Fried,,,maischberger,maischberger am 20.03.2024+Amelie Fried,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,
18,maischberger am 20.03.2024,2024-03-20,"Ist der Sozialstaat in Gefahr? Darüber diskutieren der Generalsekretär der SPD und der stellvertretende Fraktionsvorsitzende der CDU Deutschland im Krisenmodus? Im Gespräch der Kabarettist und Satiriker . Es kommentieren die Autorin und Journalistin , die Leiterin des ARD-Studios in Washington und die politische Korrespondentin der „Zeit“ .",,75,Dieter Nuhr,,,maischberger,maischberger am 20.03.2024+Dieter Nuhr,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,
19,maischberger am 18.02.2025,2025-02-18,"Ukraine-Krieg: Welcher Weg führt zum Frieden? Im Gespräch der Präsident der Ukraine Wolodymyr Selenskyj. Wirtschaft, Soziales und Migration: Wer hat die besseren Lösungen? Darüber streiten die Parteivorsitzenden Saskia Esken (SPD) und Christian Lindner (FDP). Es kommentieren: Die Moderatorin Bettina Böttinger, der Verleger von „The European“ Wolfram Weimer und der Ukrainekorrespondent der ARD Vassili Golod.",,75,Christian Lindner,,,maischberger,maischberger am 18.02.2025+Christian Lindner,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FDP,Politik,
20,maischberger am 18.02.2025,2025-02-18,"Ukraine-Krieg: Welcher Weg führt zum Frieden? Im Gespräch der Präsident der Ukraine Wolodymyr Selenskyj. Wirtschaft, Soziales und Migration: Wer hat die besseren Lösungen? Darüber streiten die Parteivorsitzenden Saskia Esken (SPD) und Christian Lindner (FDP). Es kommentieren: Die Moderatorin Bettina Böttinger, der Verleger von „The European“ Wolfram Weimer und der Ukrainekorrespondent der ARD Vassili Golod.",,75,Wolfram Weimer,,,maischberger,maischberger am 18.02.2025+Wolfram Weimer,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Literatur,
21,maischberger am 18.02.2025,2025-02-18,"Ukraine-Krieg: Welcher Weg führt zum Frieden? Im Gespräch der Präsident der Ukraine Wolodymyr Selenskyj. Wirtschaft, Soziales und Migration: Wer hat die besseren Lösungen? Darüber streiten die Parteivorsitzenden Saskia Esken (SPD) und Christian Lindner (FDP). Es kommentieren: Die Moderatorin Bettina Böttinger, der Verleger von „The European“ Wolfram Weimer und der Ukrainekorrespondent der ARD Vassili Golod.",,75,Saskia Esken,,,maischberger,maischberger am 18.02.2025+Saskia Esken,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,SPD,Politik,
22,maischberger am 18.02.2025,2025-02-18,"Ukraine-Krieg: Welcher Weg führt zum Frieden? Im Gespräch der Präsident der Ukraine Wolodymyr Selenskyj. Wirtschaft, Soziales und Migration: Wer hat die besseren Lösungen? Darüber streiten die Parteivorsitzenden Saskia Esken (SPD) und Christian Lindner (FDP). Es kommentieren: Die Moderatorin Bettina Böttinger, der Verleger von „The European“ Wolfram Weimer und der Ukrainekorrespondent der ARD Vassili Golod.",,75,Vassili Golod,,,maischberger,maischberger am 18.02.2025+Vassili Golod,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Internationales,
23,maischberger am 18.02.2025,2025-02-18,"Ukraine-Krieg: Welcher Weg führt zum Frieden? Im Gespräch der Präsident der Ukraine Wolodymyr Selenskyj. Wirtschaft, Soziales und Migration: Wer hat die besseren Lösungen? Darüber streiten die Parteivorsitzenden Saskia Esken (SPD) und Christian Lindner (FDP). Es kommentieren: Die Moderatorin Bettina Böttinger, der Verleger von „The European“ Wolfram Weimer und der Ukrainekorrespondent der ARD Vassili Golod.",,75,Bettina Böttinger,,,maischberger,maischberger am 18.02.2025+Bettina Böttinger,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
24,maischberger am 18.02.2025,2025-02-18,"Ukraine-Krieg: Welcher Weg führt zum Frieden? Im Gespräch der Präsident der Ukraine Wolodymyr Selenskyj. Wirtschaft, Soziales und Migration: Wer hat die besseren Lösungen? Darüber streiten die Parteivorsitzenden Saskia Esken (SPD) und Christian Lindner (FDP). Es kommentieren: Die Moderatorin Bettina Böttinger, der Verleger von „The European“ Wolfram Weimer und der Ukrainekorrespondent der ARD Vassili Golod.",,75,Wolodymyr Selenskyj,,,maischberger,maischberger am 18.02.2025+Wolodymyr Selenskyj,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
25,maischberger am 04.06.2024,2024-06-04,"Schwindet die Akzeptanz für grüne Politik? Im Studio die Staatsministerin für Kultur und Medien Claudia Roth (B‘90/Grüne). Welche Folgen hat der Schuldspruch gegen Trump für die US-Wahl? Zu Gast im Studio der ehemalige USA-Korrespondent und Moderator Claus Kleber. Es kommentieren: der langjährige Leiter des ZDF-Hauptstadtstudios Theo Koll, die Korrespondentin im ARD-Hauptstadtstudio Iris Sayram und der Politik-Redakteur der Neuen Zürcher Zeitung Alexander Kissler.",,75,Alexander Kissler,,,maischberger,maischberger am 04.06.2024+Alexander Kissler,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,
26,maischberger am 04.06.2024,2024-06-04,"Schwindet die Akzeptanz für grüne Politik? Im Studio die Staatsministerin für Kultur und Medien Claudia Roth (B‘90/Grüne). Welche Folgen hat der Schuldspruch gegen Trump für die US-Wahl? Zu Gast im Studio der ehemalige USA-Korrespondent und Moderator Claus Kleber. Es kommentieren: der langjährige Leiter des ZDF-Hauptstadtstudios Theo Koll, die Korrespondentin im ARD-Hauptstadtstudio Iris Sayram und der Politik-Redakteur der Neuen Zürcher Zeitung Alexander Kissler.",,75,Iris Sayram,,,maischberger,maischberger am 04.06.2024+Iris Sayram,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
27,maischberger am 04.06.2024,2024-06-04,"Schwindet die Akzeptanz für grüne Politik? Im Studio die Staatsministerin für Kultur und Medien Claudia Roth (B‘90/Grüne). Welche Folgen hat der Schuldspruch gegen Trump für die US-Wahl? Zu Gast im Studio der ehemalige USA-Korrespondent und Moderator Claus Kleber. Es kommentieren: der langjährige Leiter des ZDF-Hauptstadtstudios Theo Koll, die Korrespondentin im ARD-Hauptstadtstudio Iris Sayram und der Politik-Redakteur der Neuen Zürcher Zeitung Alexander Kissler.",,75,Theo Koll,,,maischberger,maischberger am 04.06.2024+Theo Koll,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,
28,maischberger am 04.06.2024,2024-06-04,"Schwindet die Akzeptanz für grüne Politik? Im Studio die Staatsministerin für Kultur und Medien Claudia Roth (B‘90/Grüne). Welche Folgen hat der Schuldspruch gegen Trump für die US-Wahl? Zu Gast im Studio der ehemalige USA-Korrespondent und Moderator Claus Kleber. Es kommentieren: der langjährige Leiter des ZDF-Hauptstadtstudios Theo Koll, die Korrespondentin im ARD-Hauptstadtstudio Iris Sayram und der Politik-Redakteur der Neuen Zürcher Zeitung Alexander Kissler.",,75,Claudia Roth,,,maischberger,maischberger am 04.06.2024+Claudia Roth,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
29,maischberger am 16.10.2024,2024-10-16,"Streit um den richtigen Migrationskurs: Es diskutieren die Fraktionsvorsitzende der Grünen Katharina Dröge und der CDU-Politiker Jens Spahn. Deutsche Unterstützung für die Ukraine: Im Studio der Militärhistoriker Sönke Neitzel. Es kommentieren: Der langjährige Leiter des ZDF-Hauptstadtstudios Theo Koll, die stellvertretende Chefredakteurin von The Pioneer Alev Doğan und der Spiegel-Autor Markus Feldenkirchen.",,75,Jens Spahn,,,maischberger,maischberger am 16.10.2024+Jens Spahn,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,CDU,Politik,
30,maischberger am 16.10.2024,2024-10-16,"Streit um den richtigen Migrationskurs: Es diskutieren die Fraktionsvorsitzende der Grünen Katharina Dröge und der CDU-Politiker Jens Spahn. Deutsche Unterstützung für die Ukraine: Im Studio der Militärhistoriker Sönke Neitzel. Es kommentieren: Der langjährige Leiter des ZDF-Hauptstadtstudios Theo Koll, die stellvertretende Chefredakteurin von The Pioneer Alev Doğan und der Spiegel-Autor Markus Feldenkirchen.",,75,Katharina Dröge,,,maischberger,maischberger am 16.10.2024+Katharina Dröge,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,B90G,Politik,
31,maischberger am 16.10.2024,2024-10-16,"Streit um den richtigen Migrationskurs: Es diskutieren die Fraktionsvorsitzende der Grünen Katharina Dröge und der CDU-Politiker Jens Spahn. Deutsche Unterstützung für die Ukraine: Im Studio der Militärhistoriker Sönke Neitzel. Es kommentieren: Der langjährige Leiter des ZDF-Hauptstadtstudios Theo Koll, die stellvertretende Chefredakteurin von The Pioneer Alev Doğan und der Spiegel-Autor Markus Feldenkirchen.",,75,Markus Feldenkirchen,,,maischberger,maischberger am 16.10.2024+Markus Feldenkirchen,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,Literatur,Spiegel
32,maischberger am 16.10.2024,2024-10-16,"Streit um den richtigen Migrationskurs: Es diskutieren die Fraktionsvorsitzende der Grünen Katharina Dröge und der CDU-Politiker Jens Spahn. Deutsche Unterstützung für die Ukraine: Im Studio der Militärhistoriker Sönke Neitzel. Es kommentieren: Der langjährige Leiter des ZDF-Hauptstadtstudios Theo Koll, die stellvertretende Chefredakteurin von The Pioneer Alev Doğan und der Spiegel-Autor Markus Feldenkirchen.",,75,Theo Koll,,,maischberger,maischberger am 16.10.2024+Theo Koll,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,
33,maischberger am 16.10.2024,2024-10-16,"Streit um den richtigen Migrationskurs: Es diskutieren die Fraktionsvorsitzende der Grünen Katharina Dröge und der CDU-Politiker Jens Spahn. Deutsche Unterstützung für die Ukraine: Im Studio der Militärhistoriker Sönke Neitzel. Es kommentieren: Der langjährige Leiter des ZDF-Hauptstadtstudios Theo Koll, die stellvertretende Chefredakteurin von The Pioneer Alev Doğan und der Spiegel-Autor Markus Feldenkirchen.",,75,Sönke Neitzel,,,maischberger,maischberger am 16.10.2024+Sönke Neitzel,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,Militär,
34,maischberger am 16.10.2024,2024-10-16,"Streit um den richtigen Migrationskurs: Es diskutieren die Fraktionsvorsitzende der Grünen Katharina Dröge und der CDU-Politiker Jens Spahn. Deutsche Unterstützung für die Ukraine: Im Studio der Militärhistoriker Sönke Neitzel. Es kommentieren: Der langjährige Leiter des ZDF-Hauptstadtstudios Theo Koll, die stellvertretende Chefredakteurin von The Pioneer Alev Doğan und der Spiegel-Autor Markus Feldenkirchen.",,75,Alev Doğan,,,maischberger,maischberger am 16.10.2024+Alev Doğan,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,Journalismus,The Pioneer
35,maischberger am 28.08.2024,2024-08-28,"Sicherheit, Haushalt, Ost-Wahlen: Ist die Ampel zukunftsfähig? Im Studio der Bundesfinanzminister und FDP-Parteivorsitzende Christian Lindner. Attentat von Solingen: Wie sicher ist Deutschland? Einschätzungen und Erkenntnisse des Terrorismusexperten und Autors Peter Neumann. Harris gegen Trump: Wer hat die besseren Chancen auf das Weiße Haus? Im Gespräch der „Senior International Correspondent“ des US-Nachrichtensenders CNN Frederik Pleitgen. Es kommentieren: Der Journalist und Moderator Cherno Jobatey, die Korrespondentin im ARD-Hauptstadtstudio Kerstin Palzer und die stellvertretende Chefredakteurin von Table.Briefings Helene Bubrowski.",,75,Frederik Pleitgen,,,maischberger,maischberger am 28.08.2024+Frederik Pleitgen,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,Journalismus,CNN
36,maischberger am 28.08.2024,2024-08-28,"Sicherheit, Haushalt, Ost-Wahlen: Ist die Ampel zukunftsfähig? Im Studio der Bundesfinanzminister und FDP-Parteivorsitzende Christian Lindner. Attentat von Solingen: Wie sicher ist Deutschland? Einschätzungen und Erkenntnisse des Terrorismusexperten und Autors Peter Neumann. Harris gegen Trump: Wer hat die besseren Chancen auf das Weiße Haus? Im Gespräch der „Senior International Correspondent“ des US-Nachrichtensenders CNN Frederik Pleitgen. Es kommentieren: Der Journalist und Moderator Cherno Jobatey, die Korrespondentin im ARD-Hauptstadtstudio Kerstin Palzer und die stellvertretende Chefredakteurin von Table.Briefings Helene Bubrowski.",,75,Kerstin Palzer,,,maischberger,maischberger am 28.08.2024+Kerstin Palzer,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,,
37,maischberger am 28.08.2024,2024-08-28,"Sicherheit, Haushalt, Ost-Wahlen: Ist die Ampel zukunftsfähig? Im Studio der Bundesfinanzminister und FDP-Parteivorsitzende Christian Lindner. Attentat von Solingen: Wie sicher ist Deutschland? Einschätzungen und Erkenntnisse des Terrorismusexperten und Autors Peter Neumann. Harris gegen Trump: Wer hat die besseren Chancen auf das Weiße Haus? Im Gespräch der „Senior International Correspondent“ des US-Nachrichtensenders CNN Frederik Pleitgen. Es kommentieren: Der Journalist und Moderator Cherno Jobatey, die Korrespondentin im ARD-Hauptstadtstudio Kerstin Palzer und die stellvertretende Chefredakteurin von Table.Briefings Helene Bubrowski.",,75,Christian Lindner,,,maischberger,maischberger am 28.08.2024+Christian Lindner,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,FDP,Politik,
38,maischberger am 28.08.2024,2024-08-28,"Sicherheit, Haushalt, Ost-Wahlen: Ist die Ampel zukunftsfähig? Im Studio der Bundesfinanzminister und FDP-Parteivorsitzende Christian Lindner. Attentat von Solingen: Wie sicher ist Deutschland? Einschätzungen und Erkenntnisse des Terrorismusexperten und Autors Peter Neumann. Harris gegen Trump: Wer hat die besseren Chancen auf das Weiße Haus? Im Gespräch der „Senior International Correspondent“ des US-Nachrichtensenders CNN Frederik Pleitgen. Es kommentieren: Der Journalist und Moderator Cherno Jobatey, die Korrespondentin im ARD-Hauptstadtstudio Kerstin Palzer und die stellvertretende Chefredakteurin von Table.Briefings Helene Bubrowski.",,75,Helene Bubrowski,,,maischberger,maischberger am 28.08.2024+Helene Bubrowski,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,Journalismus,Table.Media
39,maischberger am 28.08.2024,2024-08-28,"Sicherheit, Haushalt, Ost-Wahlen: Ist die Ampel zukunftsfähig? Im Studio der Bundesfinanzminister und FDP-Parteivorsitzende Christian Lindner. Attentat von Solingen: Wie sicher ist Deutschland? Einschätzungen und Erkenntnisse des Terrorismusexperten und Autors Peter Neumann. Harris gegen Trump: Wer hat die besseren Chancen auf das Weiße Haus? Im Gespräch der „Senior International Correspondent“ des US-Nachrichtensenders CNN Frederik Pleitgen. Es kommentieren: Der Journalist und Moderator Cherno Jobatey, die Korrespondentin im ARD-Hauptstadtstudio Kerstin Palzer und die stellvertretende Chefredakteurin von Table.Briefings Helene Bubrowski.",,75,Cherno Jobatey,,,maischberger,maischberger am 28.08.2024+Cherno Jobatey,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,,
